,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
327,005880,KR7005880000,대한해운,KOSPI,,2085,2,-5,-0.24,2100,2130,2080,494985,1038161385,665485004100,319177460,STK
328,284740,KR7284740008,쿠쿠홈시스,KOSPI,,29650,2,-250,-0.84,29900,30100,29550,11806,352594200,665266834500,22437330,STK
329,039200,KR7039200001,오스코텍,KOSDAQ,벤처기업부,18000,1,550,3.15,17550,18250,17100,223435,3970762850,661372398000,36742911,KSQ
330,003540,KR7003540002,대신증권,KOSPI,,13000,3,0,0.0,13050,13050,12800,34373,444628200,660054200000,50773400,STK
331,003030,KR7003030004,세아제강지주,KOSPI,,158000,1,8000,5.33,152500,162500,151500,36249,5744345500,654381806000,4141657,STK
332,057050,KR7057050007,현대홈쇼핑,KOSPI,,54500,1,300,0.55,54500,55100,53700,7078,385377800,654000000000,12000000,STK
333,383800,KR7383800000,LX홀딩스,KOSPI,,8550,2,-50,-0.58,8590,8630,8480,85685,730364000,652199899500,76280690,STK
334,005690,KR7005690003,파미셀,KOSPI,,10800,1,250,2.37,10600,10900,10450,386142,4159943150,648183211200,60016964,STK
335,003000,KR7003000007,부광약품,KOSPI,,9120,1,10,0.11,9150,9190,9050,162738,1484065720,648095006880,71063049,STK
336,003850,KR7003850005,보령,KOSPI,,9420,1,110,1.18,9340,9560,9320,177415,1676476630,647059800000,68690000,STK
337,051905,KR7051901007,LG생활건강우,KOSPI,,304500,2,-5500,-1.77,308500,309000,303000,15875,4847553000,639357736500,2099697,STK
338,011000,KR7011000007,진원생명과학,KOSPI,,8210,1,260,3.27,8050,8440,7830,997884,8190507680,638340627790,77751599,STK
339,084850,KR7084850007,아이티엠반도체,KOSDAQ GLOBAL,우량기업부,28100,2,-150,-0.53,28250,28500,27650,9666,271807400,637249945400,22677934,KSQ
340,178320,KR7178320008,서진시스템,KOSDAQ,우량기업부,16950,1,50,0.3,17050,17100,16600,258407,4347288450,636991881900,37580642,KSQ
341,004490,KR7004490009,세방전지,KOSPI,,45400,3,0,0.0,45750,46550,45400,45114,2076445200,635600000000,14000000,STK
342,192650,KR7192650000,드림텍,KOSPI,,9420,1,30,0.32,9450,9450,9330,95666,898468810,634959781740,67405497,STK
343,003520,KR7003520004,영진약품,KOSPI,,3460,1,65,1.91,3410,3485,3360,1012212,3475459025,632808849260,182892731,STK
